localhost	2022-05-07 11:33:05.019452	0
localhost	2022-05-07 11:33:05.075417	137
localhost	2022-05-07 11:33:05.083422	135
localhost	2022-05-07 11:33:05.203423	445
localhost	2022-05-07 11:33:05.395421	1043
localhost	2022-05-07 11:33:05.395421	1042
localhost	2022-05-07 11:33:05.779719	2179
localhost	2022-05-07 11:33:06.019948	3
localhost	2022-05-07 11:33:06.019948	9
localhost	2022-05-07 11:33:06.019948	2
localhost	2022-05-07 11:33:06.019948	1
localhost	2022-05-07 11:33:06.019948	8
localhost	2022-05-07 11:33:06.035965	20
localhost	2022-05-07 11:33:06.035965	23
localhost	2022-05-07 11:33:06.035965	6
localhost	2022-05-07 11:33:06.035965	25
localhost	2022-05-07 11:33:06.035965	37
localhost	2022-05-07 11:33:06.035965	18
localhost	2022-05-07 11:33:06.035965	19
localhost	2022-05-07 11:33:06.035965	17
localhost	2022-05-07 11:33:06.035965	16
localhost	2022-05-07 11:33:06.035965	13
localhost	2022-05-07 11:33:06.035965	11
localhost	2022-05-07 11:33:06.035965	24
localhost	2022-05-07 11:33:06.035965	4
localhost	2022-05-07 11:33:06.035965	5
localhost	2022-05-07 11:33:06.035965	29
localhost	2022-05-07 11:33:06.035965	27
localhost	2022-05-07 11:33:06.035965	33
localhost	2022-05-07 11:33:06.035965	36
localhost	2022-05-07 11:33:06.035965	39
localhost	2022-05-07 11:33:06.035965	41
localhost	2022-05-07 11:33:06.035965	26
localhost	2022-05-07 11:33:06.035965	28
localhost	2022-05-07 11:33:06.035965	34
localhost	2022-05-07 11:33:06.035965	43
localhost	2022-05-07 11:33:06.035965	15
localhost	2022-05-07 11:33:06.035965	14
localhost	2022-05-07 11:33:06.035965	10
localhost	2022-05-07 11:33:06.035965	7
localhost	2022-05-07 11:33:06.035965	45
localhost	2022-05-07 11:33:06.035965	42
localhost	2022-05-07 11:33:06.035965	40
localhost	2022-05-07 11:33:06.035965	21
localhost	2022-05-07 11:33:06.035965	32
localhost	2022-05-07 11:33:06.035965	35
localhost	2022-05-07 11:33:06.035965	31
localhost	2022-05-07 11:33:06.035965	12
localhost	2022-05-07 11:33:06.035965	30
localhost	2022-05-07 11:33:06.035965	22
localhost	2022-05-07 11:33:06.051946	50
localhost	2022-05-07 11:33:06.051946	74
localhost	2022-05-07 11:33:06.051946	51
localhost	2022-05-07 11:33:06.051946	48
localhost	2022-05-07 11:33:06.051946	53
localhost	2022-05-07 11:33:06.051946	58
localhost	2022-05-07 11:33:06.051946	61
localhost	2022-05-07 11:33:06.051946	54
localhost	2022-05-07 11:33:06.051946	47
localhost	2022-05-07 11:33:06.051946	64
localhost	2022-05-07 11:33:06.051946	82
localhost	2022-05-07 11:33:06.051946	67
localhost	2022-05-07 11:33:06.051946	68
localhost	2022-05-07 11:33:06.051946	70
localhost	2022-05-07 11:33:06.051946	710
localhost	2022-05-07 11:33:06.051946	77
localhost	2022-05-07 11:33:06.051946	78
localhost	2022-05-07 11:33:06.051946	49
localhost	2022-05-07 11:33:06.051946	69
localhost	2022-05-07 11:33:06.051946	63
localhost	2022-05-07 11:33:06.051946	72
localhost	2022-05-07 11:33:06.051946	38
localhost	2022-05-07 11:33:06.051946	62
localhost	2022-05-07 11:33:06.051946	71
localhost	2022-05-07 11:33:06.051946	44
localhost	2022-05-07 11:33:06.051946	56
localhost	2022-05-07 11:33:06.051946	79
localhost	2022-05-07 11:33:06.051946	59
localhost	2022-05-07 11:33:06.051946	76
localhost	2022-05-07 11:33:06.051946	84
localhost	2022-05-07 11:33:06.051946	81
localhost	2022-05-07 11:33:06.051946	75
localhost	2022-05-07 11:33:06.051946	65
localhost	2022-05-07 11:33:06.051946	52
localhost	2022-05-07 11:33:06.051946	60
localhost	2022-05-07 11:33:06.051946	46
localhost	2022-05-07 11:33:06.051946	86
localhost	2022-05-07 11:33:06.051946	66
localhost	2022-05-07 11:33:06.051946	55
localhost	2022-05-07 11:33:06.051946	57
localhost	2022-05-07 11:33:06.051946	80
localhost	2022-05-07 11:33:06.067948	83
localhost	2022-05-07 11:33:06.067948	91
localhost	2022-05-07 11:33:06.067948	97
localhost	2022-05-07 11:33:06.067948	94
localhost	2022-05-07 11:33:06.067948	112
localhost	2022-05-07 11:33:06.067948	115
localhost	2022-05-07 11:33:06.067948	106
localhost	2022-05-07 11:33:06.067948	121
localhost	2022-05-07 11:33:06.067948	89
localhost	2022-05-07 11:33:06.067948	92
localhost	2022-05-07 11:33:06.067948	834
localhost	2022-05-07 11:33:06.067948	98
localhost	2022-05-07 11:33:06.067948	101
localhost	2022-05-07 11:33:06.067948	110
localhost	2022-05-07 11:33:06.067948	107
localhost	2022-05-07 11:33:06.067948	111
localhost	2022-05-07 11:33:06.067948	105
localhost	2022-05-07 11:33:06.067948	108
localhost	2022-05-07 11:33:06.067948	122
localhost	2022-05-07 11:33:06.067948	85
localhost	2022-05-07 11:33:06.067948	109
localhost	2022-05-07 11:33:06.067948	118
localhost	2022-05-07 11:33:06.067948	87
localhost	2022-05-07 11:33:06.067948	93
localhost	2022-05-07 11:33:06.067948	95
localhost	2022-05-07 11:33:06.067948	104
localhost	2022-05-07 11:33:06.067948	113
localhost	2022-05-07 11:33:06.067948	114
localhost	2022-05-07 11:33:06.067948	103
localhost	2022-05-07 11:33:06.067948	90
localhost	2022-05-07 11:33:06.067948	102
localhost	2022-05-07 11:33:06.067948	96
localhost	2022-05-07 11:33:06.067948	116
localhost	2022-05-07 11:33:06.067948	117
localhost	2022-05-07 11:33:06.067948	119
localhost	2022-05-07 11:33:06.067948	120
localhost	2022-05-07 11:33:06.067948	100
localhost	2022-05-07 11:33:06.067948	88
localhost	2022-05-07 11:33:06.083952	141
localhost	2022-05-07 11:33:06.083952	156
localhost	2022-05-07 11:33:06.083952	136
localhost	2022-05-07 11:33:06.083952	139
localhost	2022-05-07 11:33:06.083952	130
localhost	2022-05-07 11:33:06.083952	127
localhost	2022-05-07 11:33:06.083952	124
localhost	2022-05-07 11:33:06.083952	151
localhost	2022-05-07 11:33:06.083952	145
localhost	2022-05-07 11:33:06.083952	163
localhost	2022-05-07 11:33:06.083952	140
localhost	2022-05-07 11:33:06.083952	134
localhost	2022-05-07 11:33:06.083952	128
localhost	2022-05-07 11:33:06.083952	144
localhost	2022-05-07 11:33:06.083952	147
localhost	2022-05-07 11:33:06.083952	150
localhost	2022-05-07 11:33:06.083952	153
localhost	2022-05-07 11:33:06.083952	159
localhost	2022-05-07 11:33:06.083952	138
localhost	2022-05-07 11:33:06.083952	158
localhost	2022-05-07 11:33:06.083952	133
localhost	2022-05-07 11:33:06.083952	143
localhost	2022-05-07 11:33:06.083952	132
localhost	2022-05-07 11:33:06.083952	129
localhost	2022-05-07 11:33:06.083952	125
localhost	2022-05-07 11:33:06.083952	146
localhost	2022-05-07 11:33:06.083952	149
localhost	2022-05-07 11:33:06.083952	161
localhost	2022-05-07 11:33:06.083952	162
localhost	2022-05-07 11:33:06.083952	148
